start_time,timestamp,sport,total_elapsed_time,total_timer_time,total_distance,total_ascent,total_descent,total_calories,total_strides,max_running_cadence,avg_running_cadence,avg_step_length,max_heart_rate,min_heart_rate,avg_heart_rate,enhanced_max_speed,max_speed,enhanced_avg_speed,avg_speed,avg_power,avg_stance_time,avg_stance_time_balance,avg_vertical_oscillation,avg_vertical_ratio,Effort Pace,file_name,max_cadence,avg_cadence,max_power,total_work,normalized_power,sub_sport,avg_temperature
2024-12-14 10:57:50,2024-12-14 11:47:59,cycling,3008.85,3008.84,0.0,0.0,0.0,445,,,,,171,94.0,135.0,0.0,0.0,0.0,0.0,0.0,,,,,,465514564866310146.fit,0.0,0.0,0.0,0.0,0.0,indoor_cycling,29.0
2025-01-06 09:32:41,2025-01-06 10:07:43,running,2102.36,2102.35,5407.39,42.0,44.0,539,2773.0,81.0,78.0,980.0,183,94.0,161.0,2.985,2.985,2.572,2.572,206.0,0.0,0.0,0.0,0.0,2.63100004196167,466046385165205510.fit,,,,,,,24.0
2025-01-07 13:12:21,2025-01-07 13:43:04,cycling,1842.87,1842.87,0.0,0.0,0.0,236,,,,,163,66.0,124.0,0.0,0.0,0.0,0.0,0.0,,,,,,466073045906259979.fit,0.0,0.0,0.0,0.0,0.0,indoor_cycling,31.0
2025-01-07 13:45:09,2025-01-07 13:50:39,training,330.33,330.32,0.0,,,34,,,,,122,86.0,105.0,,,,,,,,,,,466073167505424388.fit,,,,,,strength_training,31.0
2025-01-11 10:25:03,2025-01-11 11:15:09,cycling,3005.98,3005.98,0.0,0.0,0.0,370,,,,,167,78.0,121.0,0.0,0.0,0.0,0.0,0.0,,,,,,466163778698903559.fit,0.0,0.0,0.0,0.0,0.0,indoor_cycling,30.0
2025-01-12 11:15:40,2025-01-12 11:51:42,running,2161.76,2161.75,6126.74,32.0,24.0,636,2896.0,124.0,80.0,1060.0,191,93.0,176.0,3.175,3.175,2.834,2.834,227.0,0.0,0.0,0.0,0.0,2.88100004196167,466187216872308752.fit,,,,,,,18.0
2025-01-14 09:20:41,2025-01-14 09:55:21,running,2079.67,2079.66,5795.45,33.0,33.0,562,2782.0,83.0,80.0,1040.0,184,111.0,166.0,3.04,3.04,2.787,2.787,223.0,0.0,0.0,0.0,0.0,2.8320000171661377,466233759019073543.fit,,,,,,,17.0
2025-01-16 09:53:57,2025-01-16 10:27:05,running,1988.33,1988.33,5566.64,22.0,21.0,552,2635.0,82.0,79.0,1050.0,184,97.0,168.0,3.226,3.226,2.8,2.8,221.0,0.0,0.0,0.0,0.0,2.8320000171661377,466278706657132548.fit,,,,,,,17.0
2025-01-18 09:56:24,2025-01-18 10:58:17,cycling,3713.4,3713.4,0.0,0.0,0.0,356,,,,,123,67.0,106.0,0.0,0.0,0.0,0.0,0.0,,,,,,466325514016030729.fit,0.0,0.0,0.0,0.0,0.0,indoor_cycling,30.0
2025-01-20 10:03:58,2025-01-20 11:04:18,cycling,3619.93,3619.92,0.0,0.0,0.0,365,,,,,146,66.0,108.0,0.0,0.0,0.0,0.0,0.0,,,,,,466372205679247365.fit,0.0,0.0,0.0,0.0,0.0,indoor_cycling,30.0
2025-01-22 09:58:00,2025-01-22 10:30:36,running,1956.53,1956.52,5600.15,21.0,20.0,537,2707.0,84.0,80.0,1070.0,185,94.0,168.0,3.021,3.021,2.862,2.862,226.0,0.0,0.0,0.0,0.0,2.890000104904175,466418230546694151.fit,,,,,,,21.0
2025-01-23 10:14:52,2025-01-23 11:20:26,cycling,3934.53,3934.52,0.0,0.0,0.0,391,,,,,125,77.0,108.0,0.0,0.0,0.0,0.0,0.0,,,,,,466442394571669508.fit,0.0,0.0,0.0,0.0,0.0,indoor_cycling,32.0
2025-01-25 10:28:02,2025-01-25 11:25:07,running,3424.22,3424.21,9352.13,14.0,9.0,932,4687.0,85.0,80.0,1020.0,178,90.0,167.0,2.924,2.924,2.731,2.731,216.0,0.0,0.0,0.0,0.0,2.746999979019165,466488297303080964.fit,,,,,,,24.0
2025-01-26 10:31:38,2025-01-26 11:12:07,running,2428.32,2428.31,7332.15,6.0,17.0,675,3327.0,84.0,81.0,1110.0,188,114.0,169.0,3.636,3.636,3.019,3.019,237.0,0.0,0.0,0.0,0.0,3.01200008392334,466511279670984707.fit,,,,,,,20.0
2025-01-27 10:14:18,2025-01-27 11:20:37,cycling,3978.72,3978.72,0.0,0.0,0.0,403,,,,,150,77.0,109.0,0.0,0.0,0.0,0.0,0.0,,,,,,466534663622524935.fit,0.0,0.0,0.0,0.0,0.0,indoor_cycling,31.0
2025-01-28 09:37:34,2025-01-28 10:12:39,running,2104.3,2104.3,6164.81,27.0,19.0,590,2873.0,86.0,81.0,1080.0,182,96.0,164.0,3.3,3.3,2.93,2.93,232.0,0.0,0.0,0.0,0.0,2.9670000076293945,466556709421219853.fit,,,,,,,21.0
2025-01-29 09:31:13,2025-01-29 10:31:16,cycling,3602.84,3602.83,0.0,0.0,0.0,293,,,,,124,69.0,98.0,0.0,0.0,0.0,0.0,0.0,,,,,,466580686613020672.fit,0.0,0.0,0.0,0.0,0.0,indoor_cycling,31.0
2025-02-01 10:28:43,2025-02-01 11:38:32,running,4188.53,4188.53,12085.93,149.0,160.0,1075,5656.0,83.0,80.0,1080.0,178,140.0,161.0,3.367,3.367,2.885,2.885,232.0,0.0,0.0,0.0,0.0,2.984999895095825,466650865036460039.fit,,,,,,,17.0
2025-02-02 10:37:07,2025-02-02 11:37:15,cycling,3608.04,3608.04,0.0,0.0,0.0,333,,,,,136,69.0,104.0,0.0,0.0,0.0,0.0,0.0,,,,,,466674079601033231.fit,0.0,0.0,0.0,0.0,0.0,indoor_cycling,30.0
2025-02-02 11:42:54,2025-02-02 11:49:35,training,401.06,401.05,0.0,,,37,,,,,93,69.0,81.0,,,,,,,,,,,466674231535501315.fit,,,,,,strength_training,31.0
2025-02-24 09:34:53,2025-02-24 10:07:04,running,1931.63,1931.63,5267.81,7.0,7.0,534,2556.0,82.0,79.0,1030.0,180,106.0,169.0,3.268,3.268,2.727,2.727,215.0,0.0,0.0,0.0,0.0,2.746999979019165,467182867066159111.fit,,,,,,,20.0
2025-02-28 10:11:52,2025-02-28 10:42:07,running,1814.9,1814.9,5144.19,5.0,5.0,473,2431.0,82.0,79.0,1070.0,169,101.0,162.0,3.3,3.3,2.834,2.834,224.0,0.0,0.0,0.0,0.0,2.8489999771118164,467276219522514945.fit,,,,,,,19.0
2025-04-20 09:43:37,2025-04-20 10:17:17,running,2020.18,2020.17,5386.83,26.0,25.0,529,2662.0,81.0,78.0,1020.0,177,104.0,163.0,2.941,2.941,2.667,2.667,212.0,0.0,0.0,0.0,0.0,2.7170000076293945,468458593685897220.fit,,,,,,,26.0
2025-04-26 16:25:43,2025-04-26 17:11:20,running,2736.82,2736.82,7456.05,13.0,10.0,660,3598.0,91.0,79.0,1030.0,170,87.0,156.0,4.587,4.587,2.724,2.724,213.0,0.0,0.0,0.0,0.0,2.739000082015991,468605327217033220.fit,,,,,,,24.0
2025-04-28 16:40:20,2025-04-28 16:55:24,cycling,903.9,903.9,4166.99,9.0,5.0,108,,,,,147,91.0,120.0,7.35,7.35,4.611,4.611,0.0,,,,,,468651982104592389.fit,0.0,0.0,0.0,0.0,0.0,road,27.0
2025-04-28 17:11:06,2025-04-28 17:38:56,running,1670.15,1670.15,4425.41,10.0,12.0,376,2125.0,83.0,78.0,1020.0,162,95.0,149.0,3.058,3.058,2.65,2.65,206.0,0.0,0.0,0.0,0.0,2.6589999198913574,468651982104592405.fit,,,,,,,28.0
2025-04-29 16:39:54,2025-04-29 17:41:23,running,3689.04,3689.03,10509.71,137.0,146.0,952,4892.0,83.0,79.0,1080.0,181,123.0,163.0,3.509,3.509,2.849,2.849,230.0,0.0,0.0,0.0,0.0,2.9579999446868896,468674485046771728.fit,,,,,,,28.0
2025-05-01 17:46:09,2025-05-01 18:20:30,running,2060.52,2060.51,6004.58,7.0,8.0,504,2779.0,83.0,80.0,1090.0,181,100.0,157.0,3.436,3.436,2.914,2.914,228.0,0.0,0.0,0.0,0.0,2.931999921798706,468721867125981190.fit,,,,,,,27.0
2025-05-03 17:31:45,2025-05-03 18:06:08,running,2062.51,2062.5,5942.49,22.0,22.0,497,2697.0,81.0,78.0,1110.0,175,119.0,156.0,3.236,3.236,2.881,2.881,226.0,0.0,0.0,0.0,0.0,2.9149999618530273,468767664095920129.fit,,,,,,,23.0
2025-05-07 17:15:18,2025-05-07 17:57:35,running,2537.63,2537.62,6497.71,11.0,9.0,541,3230.0,86.0,76.0,1000.0,181,90.0,144.0,3.953,3.953,2.56,2.56,201.0,0.0,0.0,0.0,0.0,2.569999933242798,468861115068088329.fit,,,,,,,19.0
2025-05-10 16:50:11,2025-05-10 17:25:19,running,2108.28,2108.28,6224.89,7.0,7.0,509,2830.0,85.0,80.0,1110.0,171,94.0,155.0,3.3,3.3,2.952,2.952,233.0,0.0,0.0,0.0,0.0,2.9670000076293945,468930473687547908.fit,,,,,,,26.0
2025-05-11 09:49:20,2025-05-11 10:53:52,running,3872.87,3872.87,10999.75,140.0,146.0,973,5222.0,84.0,80.0,1070.0,179,97.0,160.0,3.268,3.268,2.84,2.84,228.0,0.0,0.0,0.0,0.0,2.9489998817443848,468946235143782402.fit,,,,,,,26.0
2025-05-19 16:36:55,2025-05-19 17:19:44,running,2569.2,2569.19,6804.86,28.0,16.0,544,3346.0,82.0,77.0,1030.0,156,92.0,143.0,2.899,2.899,2.649,2.649,210.0,0.0,0.0,0.0,0.0,2.687999963760376,469138048383221773.fit,,,,,,,22.0
2025-05-24 10:04:53,2025-05-24 11:08:12,running,3798.97,3798.96,11002.74,139.0,150.0,934,5017.0,83.0,79.0,1090.0,177,87.0,158.0,3.509,3.509,2.896,2.896,233.0,0.0,0.0,0.0,0.0,3.0390000343322754,469247980220743700.fit,,,,,,,25.0
2025-05-28 16:34:35,2025-05-28 17:47:03,running,4348.2,4348.19,12316.51,46.0,47.0,1046,5732.0,81.0,78.0,1080.0,173,78.0,155.0,3.356,3.356,2.833,2.833,224.0,0.0,0.0,0.0,0.0,2.8570001125335693,469347166584864787.fit,,,,,,,26.0
2025-06-03 16:44:02,2025-06-03 17:26:33,running,2550.99,2550.98,7058.23,24.0,19.0,572,3405.0,82.0,79.0,1040.0,162,97.0,149.0,3.021,3.021,2.767,2.767,219.0,0.0,0.0,0.0,0.0,2.8010001182556152,469486054550831122.fit,,,,,,,26.0
2025-06-10 17:09:19,2025-06-10 17:46:23,running,2224.7,2224.7,6315.32,5.0,6.0,503,2925.0,82.0,78.0,1080.0,164,80.0,150.0,3.289,3.289,2.839,2.839,225.0,0.0,0.0,0.0,0.0,2.8489999771118164,469648833006043145.fit,,,,,,,29.0
2025-06-20 19:54:51,2025-06-20 20:53:48,running,3536.65,3536.64,10380.15,9.0,13.0,825,4633.0,83.0,78.0,1130.0,180,88.0,153.0,4.608,4.608,2.935,2.935,230.0,0.0,0.0,0.0,0.0,2.940999984741211,469883609071779841.fit,,,,,,,30.0
2025-06-22 09:04:39,2025-06-22 10:05:11,running,3631.69,3631.68,10010.49,40.0,25.0,913,4771.0,83.0,79.0,1050.0,181,95.0,160.0,3.448,3.448,2.756,2.756,219.0,0.0,0.0,0.0,0.0,2.8010001182556152,469919548552806426.fit,,,,,,,34.0
2025-06-24 18:10:06,2025-06-24 19:00:47,running,3041.85,3041.84,8255.32,21.0,12.0,640,3939.0,85.0,77.0,1050.0,166,82.0,143.0,3.195,3.195,2.714,2.714,215.0,0.0,0.0,0.0,0.0,2.739000082015991,469976702221582336.fit,,,,,,,30.0
2025-07-17 17:37:58,2025-07-17 18:23:14,running,2716.26,2716.25,7516.98,2.0,2.0,678,3545.0,81.0,78.0,1060.0,175,94.0,159.0,3.021,3.021,2.767,2.767,217.0,0.0,0.0,0.0,0.0,2.7699999809265137,470507390528160345.fit,,,,,,,31.0
2025-07-19 16:50:49,2025-07-19 17:59:58,running,4149.04,4149.03,11467.62,23.0,31.0,1006,5407.0,84.0,78.0,1060.0,174,88.0,156.0,3.344,3.344,2.764,2.764,218.0,0.0,0.0,0.0,0.0,2.7699999809265137,470553401978028135.fit,,,,,,,28.0
2025-07-20 10:39:56,2025-07-20 10:57:58,cycling,1081.96,1081.96,6587.49,15.0,14.0,156,,,,,159,93.0,135.0,9.997,9.997,6.089,6.089,0.0,,,,,,470569805529776228.fit,0.0,0.0,0.0,0.0,0.0,road,32.0
2025-07-20 11:42:41,2025-07-20 12:01:47,cycling,1146.29,1146.28,6514.05,25.0,24.0,175,,,,,164,118.0,140.0,12.761,12.761,5.683,5.683,0.0,,,,,,470570825586606084.fit,0.0,0.0,0.0,0.0,0.0,road,35.0
2025-08-06 16:35:09,2025-08-06 17:30:52,running,3343.5,3343.5,8923.41,92.0,88.0,801,4252.0,84.0,77.0,1040.0,190,104.0,155.0,4.098,4.098,2.669,2.669,218.0,0.0,0.0,0.0,0.0,2.872999906539917,470970406524715611.fit,,,,,,,30.0
2025-08-10 10:44:06,2025-08-10 12:05:31,running,4885.8,4885.8,13245.03,18.0,86.0,1191,6467.0,88.0,79.0,1020.0,171,92.0,157.0,4.444,4.444,2.711,2.711,211.0,0.0,0.0,0.0,0.0,2.687999963760376,471057939300385271.fit,,,,,,,34.0
2025-08-15 08:23:17,2025-08-15 09:42:09,running,4732.71,4732.7,12978.95,95.0,92.0,1168,6188.0,114.0,78.0,1050.0,186,93.0,158.0,4.31,4.31,2.742,2.742,222.0,0.0,0.0,0.0,0.0,2.8570001125335693,471171590575390824.fit,,,,,,,32.0
2025-09-06 07:13:58,2025-09-06 09:47:20,running,9202.21,9202.2,25009.72,57.0,57.0,2064,12477.0,86.0,81.0,1010.0,167,86.0,152.0,3.497,3.497,2.718,2.718,209.0,0.0,0.0,0.0,0.0,2.7320001125335693,471681922353889590.fit,,,,,,,26.0
2025-09-09 10:05:56,2025-09-09 10:56:41,running,3045.09,3045.09,8602.48,49.0,48.0,622,4240.0,86.0,82.0,1030.0,167,97.0,144.0,3.425,3.425,2.825,2.825,219.0,0.0,0.0,0.0,0.0,2.865000009536743,471752612683743439.fit,,,,,,,27.0
2025-09-10 10:08:58,2025-09-10 10:55:24,running,2786.24,2786.23,8300.04,11.0,83.0,576,3855.0,88.0,82.0,1080.0,168,93.0,145.0,4.274,4.274,2.979,2.979,221.0,0.0,0.0,0.0,0.0,2.890000104904175,471775784026013800.fit,,,,,,,28.0
2025-09-14 10:19:45,2025-09-14 11:28:33,running,4127.93,4127.92,12005.33,24.0,93.0,902,5659.0,86.0,81.0,1070.0,166,84.0,150.0,3.367,3.367,2.908,2.908,220.0,0.0,0.0,0.0,0.0,2.8570001125335693,471869091922083841.fit,,,,,,,26.0
2025-09-23 10:10:10,2025-09-23 11:31:29,running,4878.47,4878.47,15503.8,75.0,74.0,1158,6714.0,88.0,82.0,1160.0,185,100.0,157.0,4.673,4.673,3.178,3.178,247.0,0.0,0.0,0.0,0.0,3.2149999141693115,472077878610132993.fit,,,,,,,20.0
2025-09-25 06:08:41,2025-09-25 07:05:03,running,3381.94,3381.93,10126.16,8.0,91.0,738,4633.0,88.0,82.0,1100.0,182,92.0,149.0,4.695,4.695,2.994,2.994,223.0,0.0,0.0,0.0,0.0,2.9230000972747803,472119965793681608.fit,,,,,,,21.0
2025-09-25 07:07:33,2025-09-25 07:09:21,running,108.31,108.31,482.81,0.0,0.0,32,155.0,96.0,87.0,1540.0,189,107.0,160.0,5.525,5.525,4.458,4.458,351.0,0.0,0.0,0.0,0.0,4.464000225067139,472120204170657995.fit,,,,,,,21.0
2025-09-26 05:56:31,2025-09-26 06:33:50,running,2239.37,2239.36,6115.63,39.0,45.0,443,3035.0,85.0,81.0,1010.0,161,89.0,141.0,3.215,3.215,2.731,2.731,211.0,0.0,0.0,0.0,0.0,2.76200008392334,472142655837470922.fit,,,,,,,20.0
2025-09-28 06:12:14,2025-09-28 08:06:35,running,6860.93,6860.93,21379.39,38.0,118.0,1577,9485.0,90.0,82.0,1140.0,180,91.0,153.0,4.167,4.167,3.116,3.116,238.0,0.0,0.0,0.0,0.0,3.1050000190734863,472190548480917707.fit,,,,,,,17.0
2025-09-30 05:51:52,2025-09-30 06:46:53,running,3301.48,3301.48,9767.89,13.0,90.0,706,4486.0,84.0,81.0,1090.0,164,87.0,148.0,3.623,3.623,2.959,2.959,221.0,0.0,0.0,0.0,0.0,2.890000104904175,472235636242284646.fit,,,,,,,19.0
2025-10-02 04:45:24,2025-10-02 05:17:51,running,1947.45,1947.44,5169.99,27.0,34.0,354,2672.0,85.0,81.0,980.0,147,82.0,134.0,2.899,2.899,2.655,2.655,205.0,0.0,0.0,0.0,0.0,2.680000066757202,472280587906875395.fit,,,,,,,19.0
2025-10-05 06:32:17,2025-10-05 10:15:41,running,13404.05,13404.05,42312.47,108.0,116.0,3460,18594.0,91.0,82.0,1150.0,184,92.0,166.0,4.425,4.425,3.157,3.157,243.0,0.0,0.0,0.0,0.0,3.1740000247955322,472356252077293668.fit,,,,,,,19.0
2025-10-13 10:11:25,2025-10-13 10:43:11,running,1905.54,1905.54,5284.25,31.0,33.0,373,2580.0,86.0,80.0,1030.0,159,91.0,140.0,3.3,3.3,2.773,2.773,214.0,0.0,0.0,0.0,0.0,2.815999984741211,472540949629665380.fit,,,,,,,24.0
2025-10-15 10:10:55,2025-10-15 10:43:13,running,1938.06,1938.0,5638.08,32.0,33.0,429,2640.0,86.0,81.0,1080.0,182,99.0,151.0,4.31,4.31,2.909,2.909,226.0,0.0,0.0,0.0,0.0,2.9579999446868896,472587337155510274.fit,,,,,,,22.0
2025-10-18 17:16:22,2025-10-18 18:02:19,running,2756.87,2756.86,8977.05,232.0,235.0,618,3737.0,105.0,81.0,1210.0,202,85.0,185.0,5.319,5.319,3.256,3.256,271.0,0.0,0.0,0.0,0.0,3.635999917984009,472665667164733541.fit,,,,,,trail,20.0
2025-10-19 16:00:41,2025-10-19 16:29:17,running,1715.9,1715.89,3619.42,28.0,25.0,277,2258.0,87.0,79.0,800.0,152,87.0,126.0,3.584,3.584,2.109,2.109,164.0,0.0,0.0,0.0,0.0,2.1549999713897705,472685681443897551.fit,,,,,,,26.0
2025-10-22 06:50:07,2025-10-22 07:11:14,cycling,1267.01,1267.0,2367.63,79.0,9.0,191,,,,,182,100.0,142.0,5.025,5.025,1.869,1.869,0.0,,,,,,472746334166745190.fit,0.0,0.0,0.0,0.0,0.0,road,24.0
2025-10-23 10:09:18,2025-10-23 10:52:04,running,2565.4,2565.4,8155.87,41.0,47.0,682,3585.0,90.0,82.0,1160.0,196,112.0,168.0,4.878,4.878,3.179,3.179,250.0,0.0,0.0,0.0,0.0,3.2249999046325684,472773024697843715.fit,,,,,,,23.0
2025-10-26 08:01:49,2025-10-26 08:50:07,running,2898.1,2898.1,9007.91,2.0,8.0,722,4082.0,89.0,84.0,1110.0,190,93.0,162.0,3.831,3.831,3.108,3.108,238.0,0.0,0.0,0.0,0.0,3.1050000190734863,472840640636420399.fit,,,,,,,18.0
2025-11-08 14:38:01,2025-11-08 15:17:05,running,2343.98,2343.97,9408.27,26.0,30.0,778,3316.0,93.0,84.0,1420.0,199,80.0,186.0,5.236,5.236,4.014,4.014,311.0,0.0,0.0,0.0,0.0,4.065000057220459,473149518846656520.fit,,,,,,,20.0
2025-11-23 09:23:19,2025-11-23 09:35:57,cycling,757.83,757.83,4006.91,89.0,9.0,90,,,,,163,91.0,124.0,7.261,7.261,5.286,5.286,0.0,,,,,,473490877478633574.fit,0.0,0.0,0.0,0.0,0.0,road,13.0
2025-11-26 10:48:35,2025-11-26 11:22:59,running,2063.73,2063.72,6048.54,40.0,47.0,508,2831.0,86.0,81.0,1080.0,177,95.0,157.0,3.559,3.559,2.931,2.931,228.0,0.0,0.0,0.0,0.0,2.984999895095825,473562076768403756.fit,,,,,,,22.0
2025-11-26 15:55:42,2025-11-26 16:40:09,cycling,2666.53,2666.53,14303.25,129.0,97.0,334,,,,,161,88.0,128.0,9.2,9.2,5.364,5.364,0.0,,,,,,473567182947647988.fit,0.0,0.0,0.0,0.0,0.0,road,20.0
2025-11-27 10:54:07,2025-11-27 11:22:16,running,1689.6,1689.6,5011.46,34.0,40.0,416,2326.0,88.0,82.0,1090.0,181,94.0,158.0,3.472,3.472,2.966,2.966,230.0,0.0,0.0,0.0,0.0,3.0209999084472656,473585256700608813.fit,,,,,,,22.0
2025-11-27 15:41:26,2025-11-27 16:27:38,cycling,2771.55,2771.55,14381.0,125.0,90.0,319,,,,,155,,122.0,9.539,9.539,5.189,5.189,0.0,,,,,,473590182222790759.fit,0.0,0.0,0.0,0.0,0.0,road,18.0
2025-11-29 06:41:02,2025-11-29 06:56:39,cycling,936.75,936.75,4676.68,8.0,90.0,67,,,,,128,69.0,97.0,10.333,10.333,4.992,4.992,0.0,,,,,,473627365908447233.fit,0.0,0.0,0.0,0.0,0.0,road,20.0
